Set,nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],logBCF,Class
1,0.6208056844220913,6.066738857246195,2.080839332904498,0.18241611368844182,1.6030535556985008,1.7339592459899795,0.3791943155779087,0.3791943155779087,11.241611368844183,1.6446639849648514,2.0
0,0.0,4.1711960452246455,1.149852905597834,0.19262932958872928,3.2074655865194255,1.5530517318354917,0.0,0.3474134082254142,0.0,1.917940167060199,2.0
1,3.3726076267644576,1.7011596683901158,1.004403895330287,0.3698524803275222,3.3434609265725626,1.4607356697855003,0.0,0.0,3.7908692089214857,4.299617220282314,2.0
1,0.0,3.8113704958081276,0.04840700131056523,0.1,6.105404888601956,1.6430109646147388,0.0,0.0,2.0,3.5832363944994987,2.0
1,7.31687357908691,6.702498024115171,2.372921839477173,0.21,6.772880923189989,1.1902468963136963,0.0,0.0,0.0,5.84242804684978,2.0
1,0.5372634167140701,2.7951332897100882,0.0968631708357035,0.1061179025014221,4.01419360915292,1.1290989758385477,0.0,0.0,2.53726341671407,3.447730684195583,2.0
1,0.539880841016428,0.0,1.2346011915898356,0.1853988084101643,1.1744166822577002,0.7310417056442502,0.0,1.0,0.0,1.2232500467731002,2.0
1,6.0,6.590287484609627,2.34,0.21,6.47,1.2041523389405084,0.0,0.0,0.0,5.793390644237966,2.0
1,0.0,0.0,1.2340030048891029,0.1740030048891028,1.0341081760077013,0.8000600977820562,0.0,1.0,0.0,1.06619231290258,2.0
0,1.3023324263030682,4.508868367802219,0.9767346031757044,0.5081458321988227,3.703746598636506,4.123049814055905,0.0,0.6976675736969318,4.6046648526061364,2.7900117732412775,2.0
1,0.0,3.064104870656982,0.058199327276507014,0.1,4.8238612178378615,1.2486181635343105,0.0,0.0,2.0,3.410804036340958,2.0
1,4.213994135091684,3.0857754840205964,1.011131202306205,0.20517492668864606,3.0573148680395628,1.0765743401978143,0.0,0.0,5.213994135091684,3.4817900879736245,2.0
1,7.411661214357528,6.735920581657148,2.345883387856425,0.21,6.794682079302231,1.1858833878564246,0.0,0.0,0.0,5.880600654277096,2.0
0,0.12568239514558288,5.26276379580962,2.171802740067922,0.16125682395145582,2.8939354635728907,1.4922406898446785,0.0,1.0,0.0,1.1668846274853921,2.0
0,1.0,6.425357511691164,2.374847639451358,0.15515236054864212,3.3918841227940844,1.8534077282805055,0.0,1.0,4.454291835407368,3.0117446322681363,2.0
1,1.0,5.466596814643388,1.3049565459488643,0.22892441397080418,3.220791939164291,3.0378340775840025,0.0,0.0,10.053779301459791,4.058524358288415,2.0
1,0.6019353955409602,0.0,0.17456126470687844,0.2341741855986864,-0.7896900628904231,1.1178710649049437,0.0,0.6019353955409602,6.194193813377119,1.2566967423947457,2.0
1,7.0,6.669669434613443,2.345523018681874,0.21,6.7,1.19,0.0,0.0,0.0,5.959100378567821,2.0
0,0.0,4.795476478087295,1.818724797950673,0.16891046815777755,3.1220776853679992,1.543564187263111,0.0,0.8217906368444492,0.0,1.2870184529968827,2.0
1,0.34508262782238674,5.207793248547801,1.3214099153386865,0.18380330511289547,1.8009834744355226,2.5140078598105826,0.6549173721776133,0.6549173721776133,10.0,2.3957702539839407,2.0
1,3.609523142069266,6.523437917361459,2.867856767413962,0.19695238428965367,2.739904488248399,2.1734761921448267,1.304761571034633,0.6523807855173165,11.95714235655195,1.9903809957654977,2.0
1,1.1272187259406605,6.794275882192973,2.6043490560039784,0.19,1.4994747543772586,1.1824407751148684,0.06360936297033026,0.03180468148516513,12.031804681485164,1.1351256983732805,2.0
0,1.0,6.407067421566681,2.3754871530920743,0.1545128469079259,3.3420020588182213,1.7971305278974803,0.0,1.0,4.646145927622226,3.0673823190104454,2.0
1,2.396729488802431,1.001455043471343,0.5912821502596958,0.6496042132099699,3.3955077605972037,2.2707145242939824,0.0,0.0,3.465576496267477,4.143476718208389,2.0
1,7.3559914842719865,6.733611770075344,2.3513594890563194,0.21,6.781878041382557,1.18644008515728,0.0,0.0,0.0,5.9959215328310425,2.0
1,1.0,5.576025520218096,1.3820169346923072,0.21317348211312223,1.7059661306153853,2.0678702986696815,0.0,0.0,9.682651788687778,2.2234696422624447,2.0
1,1.1287483982996438,0.0,1.0961016657683702,0.20673729177895372,1.0958376761870392,0.558412644153032,0.0,0.8712516017003561,0.0,0.9952379324590962,2.0
0,8.0,6.768165174692128,2.39,0.21,6.93,1.18,0.0,0.0,0.0,5.8601940292013905,2.0
1,1.356834470639942,0.0,0.5244460752672302,0.26854675765119534,0.8938776876555905,0.5250215870552041,0.0,0.321582764680029,0.0,0.8500431741104082,2.0
1,0.9077094137712539,0.0,0.2632357299936636,0.26169384723941286,-1.6886656764874866,0.7815196448516207,0.0,0.9077094137712539,5.276871758686238,1.3667753889576513,2.0
0,5.0,6.405,2.3640572697028146,0.21,6.23,1.21,0.0,0.0,0.0,5.001976204199171,2.0
0,6.0,6.594013666420612,2.3493664584871174,0.21,6.47,1.2,0.0,0.0,0.0,5.773846803812668,2.0
1,0.0,3.2852752280360233,0.05488342986452739,0.1,5.125607882328008,1.3381473936577606,0.0,0.0,2.0,3.4306994208128354,2.0
1,2.0,0.0,0.16017424028392319,0.41261683280255435,1.0565119657778297,0.42662758787649413,0.0,0.0,0.0,0.8322097340494491,2.0
0,0.0,4.533491669741433,1.5380267890086776,0.17886429826210362,3.157911473743573,1.5475457193048414,0.0,0.6227140347579274,0.0,1.5517903337719565,2.0
0,4.989619902465414,6.893924744292875,3.6463150653752217,0.19064875609591164,3.3150862477919474,2.1705968556082387,1.9948099512327069,0.9974049756163534,12.989619902465414,1.9038925365754698,2.0
1,4.736602214071174,6.4322616708436335,2.388683011070356,0.20868301107035586,6.071961328442704,1.1836602214071172,0.0,0.0,0.0,4.759954420673522,2.0
1,6.7464489769579545,4.9706876163435,0.5101491163749661,0.2357741496159659,3.1360582314593297,1.351967346543693,0.0,0.0,7.661931969277273,3.521136327373455,2.0
1,0.0,3.2540958766633183,0.3016331506467416,0.14429941095190263,4.100216534335049,1.344979890388045,0.0,0.0,1.194556164510861,2.989223643900539,2.0
1,1.0412290123995547,3.2043224715857583,0.13580445475316272,0.12096201028932294,3.8721664876440847,1.1767016790080356,0.0,0.0,3.0137430041331847,3.7392078127692336,2.0
0,6.0,6.62985342093057,2.321463625839493,0.21,6.47,1.2,0.0,0.0,0.0,5.88,2.0
1,1.0,6.613697493416622,2.249484264653879,0.44252960459470964,4.8223901553004875,2.147477405710418,0.0,0.0,6.303832963570267,3.5393728565801688,2.0
0,4.055533867530382,6.887152620539595,3.314714522973286,0.24902913327935108,3.7727884049101124,2.224306802617003,1.5277669337651913,0.7638834668825957,12.055533867530382,2.2541747996761066,2.0
1,6.0,6.593637146172005,2.354402675463745,0.21,6.47,1.21,0.0,0.0,0.0,5.688384839038779,2.0
1,0.0,2.7663497207559695,0.03187594523841204,0.2171835615066165,4.819369643648998,2.043721642847639,0.0,0.0,1.062531507947068,3.6578038353145566,2.0
1,8.0,6.82449263826193,2.3539741969304266,0.21,6.93,1.18,0.0,0.0,0.0,5.829563875702597,2.0
1,0.06234136251124145,3.049017767398741,1.2563864282403323,0.17685754987623659,1.777875939142649,1.6548603990098925,1.0,1.0,2.875317274977517,1.291717948886129,2.0
1,0.0,4.078038977635388,0.04147739091906227,0.1,6.635326135117217,1.8109043632375095,0.0,0.0,2.0,4.141808726475018,2.0
0,2.7337661428250435,0.0,1.243344153570626,0.21935064571300175,4.314090889993259,0.8120129842847512,0.0,0.0,0.0,3.588311622834031,2.0
1,0.6871655054033311,2.9324436029494514,0.10435827527016656,0.11061496516209993,3.9707220034330337,1.1455882055943665,0.0,0.0,2.687165505403331,3.5391709582960322,2.0
1,1.0,0.0,1.3033288071603546,0.18555593273663712,1.8146498066723202,0.7053332201790088,0.0,1.0,4.155559327366372,1.813775929590478,2.0
1,1.0,6.069119568575731,1.6929490085499528,0.20499232464017175,1.612411733361975,1.9221047189688452,0.0,0.0,10.500767535982826,1.8970970436090169,2.0
1,6.0,6.576512445556262,2.3409141645820077,0.21,6.47,1.2,0.0,0.0,0.0,5.801772518761929,2.0
0,1.8672149810747234,6.483948323686702,2.455064659273386,0.18734429962149446,4.096956343981181,1.0559342022710332,0.0,0.13278501892527672,0.0,3.549659115745249,2.0
1,0.0,4.154171288080351,0.04062440012379376,0.1,7.186730653461999,2.021063062251356,0.0,0.0,2.0,2.65,2.0
0,5.3971638325040825,6.4860214218308325,2.34,0.21,6.32531931980098,1.2060283616749592,0.0,0.0,0.0,5.458014682752857,2.0
1,0.0,3.6332507417699897,0.5970785000805114,0.1984643916814271,3.4157681414801484,1.5222471000483069,0.0,0.0,0.2097383330649618,2.4869665498631304,2.0
1,0.2625947939061809,3.2301132199644016,0.16241196962341053,0.14726706290311256,4.628947735395442,1.631984012992108,0.2625947939061809,0.2625947939061809,1.7374052060938192,2.5370842386203423,2.0
1,0.18228387847595806,4.619422634387,1.270885806076202,0.18275987149331707,1.8955197429866342,2.403814310792746,0.8177161215240419,0.8177161215240419,9.453148364572126,2.56374813083423,2.0
1,8.0,6.795475560614078,2.3681982546009417,0.21,6.93,1.18,0.0,0.0,0.0,5.849477556441318,2.0
1,0.0,3.168090575468391,0.06159290014122069,0.09840709985877931,4.968674486584034,1.288584596328262,0.0,0.0,2.0,2.7248663066373724,2.0
1,7.821591342575887,6.831234143794258,2.34,0.21,6.888966008792454,1.1826761298613617,0.0,0.0,0.0,5.806431826851517,2.0
0,1.0,6.632305672089718,2.351413422560621,0.299399330795343,4.318304034461683,2.1824204684432598,0.0,0.5353355640155235,4.39399330795343,3.008197992386029,2.0
1,0.23321641154980122,1.7493511691945902,0.1969614158114344,0.256996492346494,1.317705357105499,2.1886222363889245,1.0,1.0,2.5335671769003976,1.8442760416594026,2.0
0,0.6570731357217398,5.857912151009392,2.267121940716522,0.17314146271443479,3.655082896720696,1.2114634321391302,0.0,0.34292686427826025,0.0,2.7452486901620885,2.0
1,0.0,0.0,1.23,0.16,0.7857266128852777,0.6568221040998611,0.0,1.0,0.5260300585694438,1.1346854105425,2.0
1,6.0,6.597636662295062,2.34,0.21,6.47,1.206448956967207,0.0,0.0,0.0,5.784204172131171,2.0
1,3.107062958250544,4.072851230079537,0.952570043830345,0.24,2.3998066472763506,1.2148178331212744,0.0,0.0,7.351177159708424,2.998800468601728,2.0
0,1.0408357964914996,5.071472950757944,1.3788794006666925,0.180408357964915,1.7294871674736476,1.8573313628068004,1.0,1.0,8.43874630526275,2.02039881768408,2.0
1,0.0,0.0,1.23,0.1658419948471417,0.89,0.707525984541425,0.0,1.0,0.41580051528583073,0.9804782112671906,2.0
1,0.7368224753949129,2.5390902502108696,0.9062916447357428,0.22420934852369476,1.7389271496567602,1.2936971662393577,0.0,0.0,7.263177524605087,2.3073346576792497,2.0
1,0.0,0.0,1.2344225773404955,0.17442257734049563,1.0492127842578425,0.8084515468099125,0.0,1.0,0.0,1.09304494979172,2.0
1,1.0,0.0,0.8739377976445311,0.5338488174985321,2.9069259827256713,1.8346236177227353,0.0,0.5865354346607591,3.586535434660759,2.7293330676386587,2.0
0,1.0,5.7867405869463235,1.822475213753038,0.1995120979765849,3.09264974897283,2.65818722349017,0.0,1.0,3.564458542522641,2.4093732663927545,2.0
1,1.0,0.0,1.2113631787785386,0.16515090503805158,2.8742857422983388,0.688033201069255,0.0,0.37877262595128935,0.0,1.8438078600038108,2.0
0,5.3127658306404095,5.236399149341951,0.7875702388880756,0.22312765830640408,2.6070808125146847,1.2887659498384245,0.3374468338719181,0.3374468338719181,7.662553166128082,2.8055999523207937,2.0
0,4.100352602854988,6.333927855625544,2.34899647397145,0.20100352602854987,6.014084624685197,1.2279929479429001,0.0,0.0,0.0,4.874119884970695,2.0
1,0.39244477770642716,1.8566887593291586,0.9097063267394443,0.20924447777064273,0.2515010091486052,1.238950804510087,0.6075552222935728,1.0,3.784889555412854,1.2967156122100927,2.0
0,1.0,6.347885002462891,2.3775564684453534,0.15244353155464654,3.1805954612624308,1.6150307768088958,0.0,1.0,5.266940533606037,3.2474127547457505,2.0
0,6.0,6.67975117309455,2.315087615107553,0.21,6.47,1.1950175230215105,0.0,0.0,0.0,5.924842292806405,2.0
0,6.0,6.598428848599011,2.34,0.21,6.47,1.2,0.0,0.0,0.0,5.856875606310336,2.0
1,0.06630817624012542,4.917403188755829,1.2793369182375989,0.17397849057440753,1.9628314467361756,2.71652327049605,0.9336918237598746,0.9336918237598746,10.0,2.627419245509003,2.0
1,0.00753436313407474,4.870188188902603,1.2796232818432962,0.17052740541938524,1.8710548108387706,2.6781710498795026,0.9924656368659253,0.9924656368659253,9.977396910597776,2.521808247152178,2.0
1,0.45066559542505646,0.0,0.9956538903789707,0.19605324763400453,0.7443598232451344,0.5884534083202461,0.0,0.7746672022874718,0.0,0.9769068166404922,2.0
0,0.6346431803259424,6.2053591699636454,2.584060976064013,0.16634643180325942,2.09995663869153,1.2988355914761418,0.0,1.0,0.0,1.6402181577031265,2.0
1,7.512190199191262,6.755925849639061,2.3448780980080874,0.21,6.817803745813991,1.1848780980080873,0.0,0.0,0.0,5.868537176097048,2.0
1,6.0,6.558613080285379,2.3744754744649157,0.21,6.47,1.2014918248216384,0.0,0.0,0.0,5.523589926961976,2.0
1,2.8242247509197123,1.9619537196141503,1.280214153644233,0.18824224750919713,2.984298435239125,0.9197858463557669,0.0,0.08788762454014387,4.0,3.3585009244903685,2.0
0,6.0,6.596575352751433,2.351648106795531,0.21,6.47,1.2019413511325885,0.0,0.0,0.0,5.792639199033514,2.0
0,6.0,6.74309720451131,2.292782674467849,0.21,6.47,1.19,0.0,0.0,0.0,5.94718206936364,2.0
1,6.157685964701819,6.627133885940709,2.338423140352982,0.21,6.506267771881418,1.2068462807059637,0.0,0.0,0.0,5.815728929763527,2.0
1,1.051635477874513,0.0,1.1380374265505846,0.18924296318462974,3.816264112305012,0.7279860037178021,0.0,0.0,0.0,2.2821682647805455,2.0
1,0.0,4.581777321141697,0.03054727444285083,0.1,8.261624059429245,2.3804805448716535,0.0,0.0,2.0,2.65,2.0
1,1.2121541505343139,2.256938142279696,0.43364624516029415,0.12030385376335785,3.9093868576351225,1.0306049901076348,0.0,0.0,2.606077075267157,3.5078893281709806,2.0
0,6.0,6.609,2.34,0.21,6.47,1.200027444652316,0.0,0.0,0.0,5.879698108824523,2.0
0,0.2067794740519584,4.918840643751508,1.299644050034936,0.1720677947405196,1.8420847710029857,2.524576420758433,1.0,1.0,9.689830788922063,2.42074585245506,2.0
0,1.0,6.4615926850901495,2.358799920890283,0.2814404904802454,3.8210431011009067,1.6840810600702076,0.0,0.57599841780566,6.0,3.47272004746583,2.0
0,1.9173956130855316,6.4609154135937406,2.4304761495880896,0.18834791226171063,4.245491014733173,1.0499125264297362,0.0,0.08260438691446836,0.0,3.6404860596848123,2.0
1,0.0,1.3948510106840009,0.12630700761315045,0.24957599948819156,0.7350350060777251,2.0973499968011975,1.0,1.0,3.0,1.7273499968011974,2.0
0,1.0,6.556869208602311,2.370249328370549,0.15975067162945142,3.750552387097211,2.258059103391725,0.0,1.0,3.0747985111645724,2.6116915682377257,2.0
0,0.5092512207412155,5.78763022225291,2.1095244165637084,0.17490748779258786,1.588889853511054,1.4986166576885613,0.49074877925878446,1.0,0.9814975585175689,1.6855507324447292,2.0
1,0.0,3.1302919628915777,0.008313117101346728,0.2807240241554439,5.9199849592157054,2.8337376579730655,0.0,0.0,0.5542078067564487,3.5897649256083084,2.0
1,1.0,6.618489598646679,2.360407923589422,0.19358277053693296,1.4812018611747289,1.3345126826520468,0.0,0.0,11.641722946306706,1.29809545318898,2.0
1,0.28154272916344636,4.476986183650455,1.2659228635418276,0.18970799104144126,1.9094159820828824,2.247977915213389,0.7184572708365536,0.7184572708365536,9.15537181250966,2.587570254999227,2.0
1,0.5350367320449105,0.644439089385754,0.8530003229015275,0.20719706143640715,1.6823653830399405,1.3562989424575744,0.46496326795508947,1.0,3.5350367320449108,1.8156058771271857,2.0
0,4.476619484126412,6.363652939245987,2.345233805158736,0.20476619484126413,6.104388676190339,1.2204676103174716,0.0,0.0,0.0,5.00205062460298,2.0
0,1.8385825587026248,5.413421381977594,1.6168898715806113,0.183543302348105,1.8243702434033517,1.1400394068021864,0.8385825587026248,1.0,6.838582558702624,1.866693138465013,2.0
1,1.794922439850541,0.0,0.4032806625554375,0.29333991718057034,1.0225585316164405,0.4984569804134513,0.0,0.2050775601494591,0.0,0.8153709412403539,2.0
0,2.9359881330084683,0.0,1.2483997033252117,0.22743952532033873,4.356557507931779,0.818079643990254,0.0,0.0,0.0,3.733911455766097,2.0
1,0.0,0.0,1.2328904752116325,0.16578095042326504,0.9940571076187706,0.7564809298675479,0.0,1.0,0.7109524788367483,1.286480929867548,2.0
0,6.0,6.609,2.34,0.21,6.47,1.2019950692733832,0.0,0.0,0.0,5.858054237992785,2.0
1,0.5275056326030236,0.0,0.9055840359491405,0.3651770840631188,1.0139638236617106,0.5670233665451232,0.0,0.7362471836984882,0.0,0.9181386546836199,2.0
0,6.0,6.675762716708282,2.3164920011590557,0.21,6.47,1.2005968004636223,0.0,0.0,0.0,5.864031995363776,2.0
1,0.2927699043555555,5.158253099424711,1.3151323885226667,0.18171079617422223,1.811446019128889,2.5406873487786665,0.7072300956444445,0.7072300956444445,10.0,2.4146028344320003,2.0
1,0.0,3.4561089274623735,0.052322204985571615,0.1,5.358679346312984,1.4073004653895664,0.0,0.0,2.0,3.44606677008657,2.0
1,7.087290179589676,6.7263568348489216,2.3352374107753806,0.21,6.7200767413056255,1.1891270982041031,0.0,0.0,0.0,6.0442877676738584,2.0
0,6.0,6.609,2.34,0.21,6.47,1.1949389604364065,0.0,0.0,0.0,5.718046733965009,2.0
1,0.0,3.6358844792532174,0.6151294658895765,0.21951799208402922,3.387615187895504,1.657899347150015,0.0,0.0,0.0,2.486737482656613,2.0
0,1.0,6.476144039348293,2.37,0.16641284384319027,3.8277155945887125,1.8824036817222023,0.0,0.6793578078404857,2.0380734235214573,2.923467879845895,2.0
1,1.0,4.771971686473461,1.6767285926863114,0.32934571853726224,3.2039836931797776,1.505811057319996,0.0,0.0,6.593883097557899,3.0564653387827336,2.0
1,0.6307695184901039,5.227292465651067,1.273692304815099,0.20784617110940623,2.7530773258861454,2.9423078073960416,0.3692304815098961,0.3692304815098961,10.0,3.541846619953968,2.0
1,0.0,4.026716871365086,0.043628039166572985,0.1,6.866342488898882,1.9139332697255633,0.0,0.0,2.0,2.65,2.0
1,6.451396882061847,6.629312859692783,2.3445139688206185,0.21,6.573821282874225,1.200972062358763,0.0,0.0,0.0,5.8422235011298955,2.0
1,0.0,3.1391723909638705,0.027446098994448866,0.21276950502775568,5.312885528536717,2.1601493707698647,0.0,0.0,1.0978439597779546,3.6810282298544013,2.0
0,1.0,6.593654377962545,2.3619307815067905,0.22051913869907075,4.008041945549678,2.2376366029106505,0.0,0.7982695376697642,3.6051913869907075,2.7715574160972123,2.0
1,0.0,3.4524936687099035,0.2492570712721,0.13469712973321835,4.536457363577692,1.4025485439876384,0.0,0.0,1.3691430957596666,2.564834317927555,2.0
1,0.0,2.393416286468694,0.06912131888757343,0.09087868111242657,4.2534747056805235,1.0928457089230907,0.0,0.0,2.0,3.0787019877159514,2.0
1,0.0,2.4845828036621627,0.06722350453115959,0.0913882477344202,4.364354682818829,1.1255299093768083,0.0,0.0,2.0,3.167200422970287,2.0
1,0.0,4.601549025045559,0.03008132698242989,0.1,8.311325121874145,2.3970993376266674,0.0,0.0,2.0,2.65,2.0
0,6.0,6.734429158891881,2.295834803207084,0.21,6.47,1.1911669606414168,0.0,0.0,0.0,5.959497354227248,2.0
0,1.4731662010518922,4.2981723280944575,1.3435598882524542,0.21634168994740538,1.816001857568724,1.1058050139684432,0.4731662010518922,0.4731662010518922,7.0,2.192200558737729,2.0
0,0.7877962378883228,3.680413785482844,0.024244075242233546,0.5135930248913695,6.62305094052792,3.8237346699630406,0.0,0.0,3.5755924757766455,4.1536475078850765,2.0
0,1.588578899932925,5.171709938687725,1.4309149954936278,0.18588578899932925,1.6555418485090552,1.4191368800536601,1.0,1.0,7.617131650100612,1.757482128032196,2.0
1,4.573202999546256,6.883009977238316,3.534764809877489,0.19,3.1104724022878747,2.061166764884295,1.7866014997731279,0.8933007498865639,12.893300749886563,1.8157075924103854,2.0
1,0.0,2.8483163018705473,0.061492725399835454,0.09850727460016455,4.586856455408063,1.1805945698021392,0.0,0.0,2.0,3.358203688804607,2.0
0,4.0,0.0,1.4132934827958195,0.19,3.6617939923270226,0.714866598729173,0.0,0.6513340127082706,3.6513340127082707,2.1301195516125415,3.0
0,0.0,3.9634883302878765,0.9913677235368498,0.2542294069345148,4.002700027371083,3.472282262777609,0.0,0.0,7.096176551091421,2.668655889598228,3.0
0,3.940523264489604,0.0,1.2594052326448961,0.21,3.6015622119917774,0.610594767355104,0.0,0.0,1.0,2.145725583477505,3.0
1,0.0,6.2013672794396655,2.3647041138846183,0.16,3.108057616870018,1.3719271606326258,0.0,0.0,4.0,0.576251855183016,3.0
1,0.0,6.785239523547414,2.8325444327784584,0.1796449729894504,4.428284108651863,3.0838166491676873,0.0,0.0,9.035502701054961,3.2997042166940616,3.0
1,0.837710105907328,5.52638918345023,1.6464443349494182,0.2283771010590733,5.245703776700387,3.763434841139008,0.0,0.0,18.837710105907327,2.555919122240539,3.0
1,0.6756901170392807,3.3867960806199333,1.2167569011703927,0.18351380234078563,2.354320569569787,2.029182546161931,0.0,1.0,0.0,0.5986357958350402,3.0
0,0.2647838807592279,5.398201137181229,1.8134685730078024,0.16853487165314596,2.534448423956837,1.8571493016807044,0.0,0.2647838807592279,11.735216119240771,-0.07797003588091428,3.0
1,0.20907162073771368,6.4499936348434455,1.523253053152468,0.23045358103688568,4.633628648295085,3.1456625957967095,0.0,0.0,6.0,2.272622283138531,3.0
0,2.0,6.03640081711665,1.9835991019410204,0.1708289594765513,4.041762891515871,1.5959076888986277,0.0,0.4585520261724342,3.082895947655132,1.8965267032496422,3.0
1,4.304215600654918,0.0,0.38635381283174564,0.36307256785591807,4.111777475810074,0.7321990358755657,0.0,0.0,0.3042156006549178,2.322107800327459,3.0
0,0.0,6.3399198234538945,2.5185500217973,0.15,4.120576994332702,2.181723490627161,1.0,1.0,6.0,1.4465904806004033,3.0
1,0.8250450729040638,5.815079627047363,1.983738731773984,0.19650090145808127,3.4447513521871223,2.7822829032199667,0.8250450729040638,1.0,3.174954927095936,1.2064828722964558,3.0
0,1.0356633133411288,0.0,0.9330599261629637,0.3010698994002339,1.5864193964014033,0.6414265325336451,0.0,0.0,0.0,0.711975754498246,3.0
0,0.0,5.826686722206697,2.339454760168391,0.17066543565084058,4.499316099111768,3.0233087130168115,0.0,0.4833641087289857,8.0,3.406654356508406,3.0
1,0.260829174830409,5.037008015501099,1.711308790768655,0.15564975048982455,2.545170134551579,1.2716955088168418,0.0,1.0,7.739170825169591,0.49952038406175403,3.0
1,0.003746300242075673,5.901116135307504,2.190299704019366,0.1999250739951585,4.918126849878962,2.1168156447942357,0.0,0.0,0.0,2.8583890908959075,3.0
1,1.0345806487112064,3.992,1.32,0.18,2.0989909686649133,1.1227380637706466,0.0,0.0,3.0,-0.01729032435560318,3.0
0,4.558293453607098,4.305036045154718,1.2458293453607097,0.315582934536071,3.1905590067003295,1.2864362077325222,0.0,0.4417065463929024,5.441706546392902,2.0095733634017745,3.0
0,0.8826363431893397,4.0169032542431635,1.1978936185747255,0.18704181940863962,2.4316400089966903,1.515016383674447,0.0,0.0,3.0,0.49995182165781227,3.0
1,0.0,7.096026813530179,3.171114521744931,0.15754828433365517,3.9520802084180344,2.0122881131735864,0.8112928916586206,1.0,6.188707108341379,1.052496017929138,3.0
0,0.0,6.435528856690214,2.363267718844469,0.20115485410368728,4.738956670977544,3.1808726922517327,0.0,0.0,11.442257294815636,2.633943567629609,3.0
0,0.0,6.133586787245787,2.329060831095371,0.18,3.596100192392376,1.322924855705718,0.0,0.0,0.2996421700272287,1.6311180838910144,3.0
1,8.306677715523389,7.041689178963206,2.057320627148104,0.21,6.2985242732708215,1.0160016573285082,0.0,0.0,0.3066777155233882,2.6735367032346335,3.0
1,4.143675708121908,7.872953733558385,3.2428735141624383,0.18,5.005918927030477,1.208563242918781,0.0,0.0,2.0,3.753217311573639,3.0
0,1.40450812712219,5.834031103832736,1.8858360989813487,0.16427048762733143,3.464282720766081,2.015065526443089,1.59549187287781,1.0,6.0,2.668647561863343,3.0
0,0.8877700987609598,4.027267894243099,1.3011222990123905,0.1788777009876096,2.3171512553061375,1.4044891960495616,0.1122299012390402,0.0,3.2244598024780804,0.46541011283892475,3.0
1,0.0,6.420703022321158,2.7474483800773197,0.16447214653697462,4.156084922723533,3.2582599656549034,0.0,0.8509284487675127,16.0,3.3957719748114927,3.0
1,7.064365005779052,7.452277930473882,2.51064365005779,0.1806436500577905,4.814803951329182,1.2093563499422095,0.0,0.0,4.0,3.634599246821521,3.0
1,1.5706813022278872,0.0,1.409319341399745,0.1735602195334183,2.634555374825593,0.7786386827994902,0.0,0.21465934888605642,4.214659348886056,0.2003138530642874,3.0
1,1.0,5.790442818868585,2.259930352358573,0.17,1.7368988254714228,2.1271077683957036,2.0,1.0,11.331011745285771,0.13379765094284574,3.0
1,4.677253514254181,3.7228891231442907,0.8913475375823073,0.34386267571270906,3.2676353829083116,1.4090086257812207,0.0,0.5806866214364547,9.0,1.0887552835801002,3.0
1,3.2554344668765136,4.423413077577337,1.1751086893375302,0.32861413832808717,2.6266303400629543,1.7684783492745761,0.0,0.6277172334382569,6.372282766561743,1.7359782040377725,3.0
1,0.9401334424577784,0.0,0.5142345313523546,0.2522173475195112,2.0414413671619114,1.3566520425585336,0.0,0.05986655754222159,9.0,0.005565304960977596,3.0
1,2.0526723264893656,4.553311388739148,1.1510534465297872,0.35868319183776587,2.2658016979468094,2.105251748582978,0.0,0.026336163244682687,6.973663836755318,1.5194810187680858,3.0
0,2.0,5.871284468920249,1.9347996971161074,0.18716079025262533,3.338744682316226,1.6834668685892618,0.0,0.7160790252625343,4.0,1.917889970400237,3.0
1,0.0,0.0,1.2122145544137757,0.22389272279311215,3.162283564689794,1.268390841896682,0.0,0.0,0.0,1.4278544558622426,3.0
1,2.0,6.407183814327382,2.3897122750717243,0.19514386246413773,4.254638785097228,2.6991368252151737,0.0,0.4856137535862266,12.485613753586227,2.577157936962066,3.0
1,0.0,6.634838165956424,2.7566762801084477,0.17551575857013751,4.348151973049509,1.5469914515111982,0.0,0.0,0.0,1.74793696571945,3.0
1,1.9944574626108207,6.492305695553899,2.4034363731812913,0.1899445746261082,3.905732246210332,2.7268961790620594,0.0,1.0,12.994457462610821,2.494900865601955,3.0
0,0.0,5.791398058606087,2.190648222205492,0.18,3.3841667272590388,1.5350923434906178,0.0,0.0,1.1759252526773454,1.4211110303212813,3.0
0,3.018075363615521,0.0,0.43439663727918854,0.32108452181693126,1.2362627236522041,0.6814460290892417,0.0,0.0,2.981924636384479,-0.25253055090617293,3.0
1,0.0,6.648436791086959,2.558778743036687,0.17481681145550304,3.725603474932073,2.8466486969004725,0.0,1.0,7.506106284816566,1.5862680127123117,3.0
0,1.1788227092213288,5.970804527901029,2.2735764541844268,0.18357645418442659,4.514776035887304,1.2664235458155735,0.0,0.0,0.0,2.465764541844266,3.0
0,0.0,6.47172257815313,2.754169091203774,0.1963353121541714,4.836646878458286,2.7890653010876565,0.0,1.0,0.0,3.469065301087656,3.0
1,2.0,0.0,1.3116322535441625,0.2102331790777375,2.709533641844525,0.6453497686166062,0.0,0.2558294769434377,1.0,1.0409260412252719,3.0
0,0.0,0.0,1.277440212877138,0.20162819772756388,2.676974418179489,0.86,0.0,0.0,0.0,0.9786026159070529,3.0
